Week commencing,Bolinda,Overdrive,Pressreader,RBDigital
2013-08-12,,28.714285714285715,,
2013-08-19,,29.0,,
2013-08-26,,30.285714285714285,,
2013-09-02,,29.42857142857143,,
2013-09-09,,28.142857142857146,,
2013-09-16,,28.57142857142857,,
2013-09-23,,29.57142857142857,,
2013-09-30,,25.0,,
2013-10-07,,26.142857142857146,,
2013-10-14,,24.42857142857143,,
2013-10-21,,32.714285714285715,,
2013-10-28,,25.42857142857143,,
2013-11-04,,26.142857142857146,,
2013-11-11,,29.857142857142854,,
2013-11-18,,27.285714285714285,,
2013-11-25,,27.0,,
2013-12-02,,24.285714285714285,,
2013-12-09,,24.142857142857146,,
2013-12-16,,27.42857142857143,,
2013-12-23,,25.714285714285715,,
2013-12-30,,28.57142857142857,,
2014-01-06,,30.42857142857143,,
2014-01-13,,32.0,,
2014-01-20,,29.285714285714285,,
2014-01-27,,31.66666666666667,,
2014-02-03,,32.42857142857143,,
2014-02-10,,29.57142857142857,,
2014-02-17,,29.57142857142857,,
2014-02-24,,30.142857142857146,,
2014-03-03,,28.714285714285715,,
2014-03-10,,29.714285714285715,,
2014-03-17,,28.714285714285715,,
2014-03-24,,25.0,,
2014-03-31,,30.42857142857143,,
2014-04-07,,26.57142857142857,,
2014-04-14,,28.142857142857146,,
2014-04-21,,26.42857142857143,,
2014-04-28,,25.0,,
2014-05-05,,24.57142857142857,,
2014-05-12,,28.0,,
2014-05-19,,25.0,,
2014-05-26,,30.857142857142854,,
2014-06-02,,27.57142857142857,,
2014-06-09,,31.83333333333333,,
2014-06-16,,27.714285714285715,,
2014-06-23,,29.42857142857143,,
2014-06-30,,30.42857142857143,,
2014-07-07,,27.142857142857146,,
2014-07-14,,30.142857142857146,,
2014-07-21,,30.285714285714285,,
2014-07-28,,30.714285714285715,,
2014-08-04,,35.0,,
2014-08-11,,33.857142857142854,,
2014-08-18,,32.714285714285715,,
2014-08-25,,35.0,,
2014-09-01,,32.42857142857143,,
2014-09-08,,32.142857142857146,,
2014-09-15,,31.714285714285715,,
2014-09-22,,32.42857142857143,,
2014-09-29,,35.142857142857146,,
2014-10-06,,30.57142857142857,,
2014-10-13,,31.142857142857146,,
2014-10-20,,33.142857142857146,,
2014-10-27,,31.857142857142854,,
2014-11-03,,32.714285714285715,,
2014-11-10,,29.57142857142857,,
2014-11-17,,29.714285714285715,,
2014-11-24,,28.0,,
2014-12-01,,30.285714285714285,,
2014-12-08,,26.0,,
2014-12-15,,32.857142857142854,,
2014-12-22,,31.142857142857146,,
2014-12-29,,32.57142857142857,,
2015-01-05,,30.857142857142854,,
2015-01-12,,30.857142857142854,,
2015-01-19,,30.857142857142854,,
2015-01-26,,26.42857142857143,,
2015-02-02,,35.42857142857143,,
2015-02-09,,31.857142857142854,,
2015-02-16,,36.57142857142857,,
2015-02-23,,33.285714285714285,,
2015-03-02,,30.714285714285715,,
2015-03-09,,30.0,,
2015-03-16,,31.0,,
2015-03-23,,35.142857142857146,,
2015-03-30,,34.285714285714285,,
2015-04-06,,31.0,,
2015-04-13,,33.142857142857146,,
2015-04-20,,35.57142857142857,,
2015-04-27,,30.57142857142857,,
2015-05-04,,32.142857142857146,,
2015-05-11,,29.142857142857146,,
2015-05-18,,33.0,,
2015-05-25,,30.0,,
2015-06-01,,29.857142857142854,,
2015-06-08,,29.285714285714285,,
2015-06-15,,30.142857142857146,,
2015-06-22,,29.0,,
2015-06-29,,29.57142857142857,,
2015-07-06,,29.714285714285715,,
2015-07-13,,37.0,,
2015-07-20,,33.285714285714285,,
2015-07-27,,40.0,,
2015-08-03,,35.0,,
2015-08-10,,36.57142857142857,,
2015-08-17,,39.42857142857143,,
2015-08-24,,36.714285714285715,,
2015-08-31,,37.57142857142857,,
2015-09-07,,35.714285714285715,,
2015-09-14,,31.142857142857146,,
2015-09-21,,31.57142857142857,,
2015-09-28,,33.42857142857143,,
2015-10-05,,32.57142857142857,,
2015-10-12,,38.57142857142857,,
2015-10-19,,37.285714285714285,,
2015-10-26,,40.42857142857143,,
2015-11-02,,38.285714285714285,,
2015-11-09,,41.0,,
2015-11-16,,38.714285714285715,,
2015-11-23,,37.857142857142854,,
2015-11-30,,36.714285714285715,,
2015-12-07,,35.714285714285715,,
2015-12-14,,38.714285714285715,,
2015-12-21,,41.714285714285715,,
2015-12-28,,45.42857142857143,,
2016-01-04,,35.285714285714285,,
2016-01-11,,43.714285714285715,,
2016-01-18,,43.714285714285715,,
2016-01-25,,39.142857142857146,,
2016-02-01,,43.85714285714285,,
2016-02-08,,45.14285714285714,,
2016-02-15,,42.857142857142854,,
2016-02-22,,41.285714285714285,,
2016-02-29,,21.714285714285715,,
2016-03-07,,24.0,,
2016-03-14,,40.142857142857146,,
2016-03-21,,36.0,,
2016-03-28,,38.285714285714285,,
2016-04-04,,37.42857142857143,,
2016-04-11,,35.0,,
2016-04-18,,40.0,,
2016-04-25,,37.0,,
2016-05-02,,40.285714285714285,,
2016-05-09,,41.42857142857143,,
2016-05-16,,34.285714285714285,,
2016-05-23,,37.714285714285715,,
2016-05-30,,36.857142857142854,,
2016-06-06,,34.42857142857143,,
2016-06-13,,40.285714285714285,,
2016-06-20,,35.142857142857146,,
2016-06-27,,35.42857142857143,,
2016-07-04,,37.857142857142854,,
2016-07-11,,40.857142857142854,,
2016-07-18,,36.857142857142854,,
2016-07-25,,43.85714285714285,,
2016-08-01,,43.42857142857143,,
2016-08-08,,44.0,,
2016-08-15,,44.14285714285715,,
2016-08-22,,48.28571428571429,,
2016-08-29,,44.14285714285715,,
2016-09-05,,45.14285714285714,,
2016-09-12,,41.0,,
2016-09-19,,44.0,,
2016-09-26,,45.14285714285714,,
2016-10-03,,41.42857142857143,,
2016-10-10,,41.0,,
2016-10-17,,47.0,,
2016-10-24,,47.0,,
2016-10-31,,48.57142857142857,,
2016-11-07,,45.714285714285715,,
2016-11-14,,44.57142857142857,,
2016-11-21,,42.714285714285715,,
2016-11-28,,42.42857142857143,,
2016-12-05,,47.714285714285715,,
2016-12-12,,48.42857142857143,,
2016-12-19,,52.42857142857143,,
2016-12-26,,46.0,,
2017-01-02,,50.57142857142857,,
2017-01-09,,56.0,,
2017-01-16,,49.714285714285715,,
2017-01-23,,53.28571428571429,,
2017-01-30,,60.28571428571429,,
2017-02-06,,53.85714285714285,,
2017-02-13,,50.85714285714285,,
2017-02-20,,58.714285714285715,,
2017-02-27,,55.57142857142857,,
2017-03-06,,56.85714285714285,,
2017-03-13,,57.28571428571429,,
2017-03-20,,61.28571428571429,,
2017-03-27,,58.14285714285714,,
2017-04-03,,58.714285714285715,,
2017-04-10,,52.28571428571429,,
2017-04-17,,56.57142857142857,,
2017-04-24,,54.42857142857143,,
2017-05-01,,57.14285714285714,,
2017-05-08,,54.14285714285714,,
2017-05-15,,54.714285714285715,,
2017-05-22,,56.57142857142857,,
2017-05-29,,56.57142857142857,,
2017-06-05,,48.85714285714285,,
2017-06-12,,54.57142857142857,,
2017-06-19,,50.85714285714285,,
2017-06-26,,51.14285714285714,,
2017-07-03,,55.14285714285714,,
2017-07-10,,73.57142857142857,,
2017-07-17,,72.0,,
2017-07-24,,75.28571428571429,,
2017-07-31,,72.28571428571429,,
2017-08-07,,69.0,,
2017-08-14,,70.57142857142857,,
2017-08-21,,69.71428571428571,,
2017-08-28,,68.14285714285714,,
2017-09-04,,61.57142857142857,,
2017-09-11,,61.714285714285715,,
2017-09-18,,56.28571428571429,,
2017-09-25,,59.14285714285714,,
2017-10-02,,60.57142857142857,,
2017-10-09,,67.14285714285714,,
2017-10-16,,63.85714285714285,,
2017-10-23,,65.71428571428571,,
2017-10-30,,66.42857142857143,,
2017-11-06,,72.42857142857143,,
2017-11-13,,60.85714285714285,,
2017-11-20,,62.42857142857143,,
2017-11-27,,60.714285714285715,,
2017-12-04,,62.714285714285715,,
2017-12-11,,58.0,,
2017-12-18,,67.0,,
2017-12-25,,62.85714285714285,,
2018-01-01,,64.28571428571429,,
2018-01-08,,66.85714285714286,,
2018-01-15,,66.28571428571429,,
2018-01-22,,69.42857142857143,,
2018-01-29,,65.57142857142857,,
2018-02-05,,68.28571428571429,,
2018-02-12,,67.71428571428571,,
2018-02-19,,62.57142857142857,,
2018-02-26,,69.28571428571429,,
2018-03-05,,70.28571428571429,,
2018-03-12,,63.0,,
2018-03-19,,65.42857142857143,,
2018-03-26,,68.0,,
2018-04-02,,59.42857142857143,,
2018-04-09,,78.14285714285714,,
2018-04-16,,63.28571428571429,,
2018-04-23,,66.85714285714286,,
2018-04-30,,62.0,,
2018-05-07,,58.28571428571429,,
2018-05-14,,59.42857142857143,,
2018-05-21,,70.28571428571429,,
2018-05-28,,60.28571428571429,,
2018-06-04,,68.0,,
2018-06-11,,61.85714285714285,,
2018-06-18,,65.71428571428571,,
2018-06-25,,67.85714285714286,,
2018-07-02,,62.14285714285714,,
2018-07-09,,66.57142857142857,,
2018-07-16,,67.71428571428571,,
2018-07-23,,73.0,,
2018-07-30,,71.71428571428571,,
2018-08-06,,74.0,,
2018-08-13,,82.14285714285714,,
2018-08-20,,85.42857142857143,,
2018-08-27,,72.85714285714286,,
2018-09-03,,73.14285714285714,,
2018-09-10,,70.85714285714286,,
2018-09-17,,78.14285714285714,,
2018-09-24,,73.0,,
2018-10-01,,76.0,,
2018-10-08,,75.42857142857143,,
2018-10-15,,75.28571428571429,,
2018-10-22,,80.14285714285714,,
2018-10-29,,73.71428571428571,,
2018-11-05,,85.0,,
2018-11-12,,75.71428571428571,,
2018-11-19,,82.57142857142857,,
2018-11-26,,90.14285714285714,,
2018-12-03,,82.42857142857143,,
2018-12-10,,88.85714285714286,,
2018-12-17,,93.28571428571428,,
2018-12-24,,78.42857142857143,,
2018-12-31,,99.14285714285714,,
2019-01-07,,93.0,,
2019-01-14,,85.57142857142857,,
2019-01-21,,96.71428571428572,,
2019-01-28,,95.57142857142857,,
2019-02-04,,89.0,,
2019-02-11,,132.0,,
2019-02-18,,89.57142857142857,,
2019-02-25,,95.0,,
2019-03-04,,119.57142857142857,,
2019-03-11,,99.57142857142857,,
2019-03-18,,96.42857142857143,,
2019-03-25,,99.28571428571428,,
2019-04-01,222.14285714285717,100.85714285714286,69.57142857142857,63.85714285714285
2019-04-08,230.28571428571428,92.28571428571428,79.42857142857143,38.42857142857143
2019-04-15,237.42857142857144,91.28571428571428,69.71428571428571,47.28571428571429
2019-04-22,237.7142857142857,105.28571428571428,71.85714285714286,27.714285714285715
2019-04-29,227.7142857142857,93.28571428571428,65.71428571428571,60.28571428571429
2019-05-06,221.42857142857144,93.28571428571428,67.85714285714286,40.42857142857143
2019-05-13,211.14285714285717,90.71428571428572,64.85714285714286,32.714285714285715
2019-05-20,211.42857142857144,88.85714285714286,69.71428571428571,42.857142857142854
2019-05-27,210.7142857142857,94.42857142857143,68.71428571428571,49.85714285714285
2019-06-03,204.42857142857144,90.85714285714286,66.71428571428571,42.714285714285715
2019-06-10,211.28571428571428,96.71428571428572,68.57142857142857,50.14285714285714
2019-06-17,221.28571428571428,90.14285714285714,70.57142857142857,37.57142857142857
2019-06-24,217.14285714285717,102.14285714285714,69.0,50.85714285714285
2019-07-01,209.7142857142857,93.85714285714286,74.0,43.57142857142857
2019-07-08,210.0,94.0,70.57142857142857,46.14285714285714
2019-07-15,222.57142857142856,99.57142857142857,74.42857142857143,41.0
2019-07-22,240.14285714285717,98.57142857142857,78.85714285714286,57.714285714285715
2019-07-29,257.85714285714283,101.0,80.85714285714286,47.0
2019-08-05,262.57142857142856,114.42857142857143,84.85714285714286,49.0
2019-08-12,259.7142857142857,109.14285714285714,79.85714285714286,34.142857142857146
2019-08-19,263.0,102.42857142857143,73.14285714285714,50.0
2019-08-26,261.85714285714283,103.85714285714286,72.42857142857143,47.14285714285714
2019-09-02,255.28571428571428,100.28571428571428,75.57142857142857,37.42857142857143
2019-09-09,257.2857142857143,100.14285714285714,82.28571428571429,57.714285714285715
2019-09-16,263.57142857142856,106.14285714285714,80.0,67.0
2019-09-23,258.7142857142857,102.57142857142857,64.71428571428571,49.14285714285714
2019-09-30,249.42857142857144,106.85714285714286,78.28571428571429,71.57142857142857
2019-10-07,259.7142857142857,99.42857142857143,88.57142857142857,41.142857142857146
2019-10-14,274.7142857142857,106.0,86.42857142857143,46.85714285714285
2019-10-21,276.2857142857143,100.85714285714286,83.14285714285714,58.85714285714285
2019-10-28,279.7142857142857,104.85714285714286,80.85714285714286,65.71428571428571
2019-11-04,281.14285714285717,107.42857142857143,89.0,47.714285714285715
2019-11-11,282.2857142857143,107.85714285714286,77.71428571428571,56.57142857142857
2019-11-18,291.85714285714283,111.71428571428572,88.14285714285714,42.0
2019-11-25,288.0,105.42857142857143,92.0,59.714285714285715
2019-12-02,286.2857142857143,99.71428571428572,94.85714285714286,45.42857142857143
2019-12-09,293.57142857142856,111.0,90.14285714285714,61.14285714285714
2019-12-16,303.42857142857144,114.57142857142857,81.71428571428571,34.57142857142857
2019-12-23,302.0,106.14285714285714,82.57142857142857,42.142857142857146
2019-12-30,301.0,115.71428571428572,82.71428571428571,57.42857142857143
2020-01-06,303.2857142857143,106.14285714285714,87.57142857142857,44.85714285714285
2020-01-13,315.0,106.57142857142857,89.7142857142857,42.57142857142857
2020-01-20,316.7142857142857,116.85714285714286,83.28571428571429,40.42857142857143
2020-01-27,325.7142857142857,108.57142857142857,90.28571428571428,55.0
2020-02-03,326.85714285714283,113.85714285714286,88.2857142857143,53.714285714285715
2020-02-10,317.7142857142857,114.14285714285714,95.0,44.42857142857143
2020-02-17,318.14285714285717,115.14285714285714,101.0,55.0
2020-02-24,318.57142857142856,114.0,102.14285714285714,74.0
2020-03-02,314.7142857142857,85.42857142857143,104.71428571428572,66.14285714285714
2020-03-09,322.2857142857143,96.28571428571428,102.85714285714286,48.14285714285714
2020-03-16,329.7142857142857,105.0,107.0,65.28571428571429
2020-03-23,370.57142857142856,112.57142857142857,130.42857142857142,64.71428571428571
2020-03-30,415.8571428571428,153.14285714285714,164.42857142857142,99.85714285714286
2020-04-06,477.28571428571433,171.0,190.85714285714286,83.28571428571429
2020-04-13,511.71428571428567,180.14285714285714,179.71428571428572,101.0
2020-04-20,507.1428571428572,185.7142857142857,180.0,79.42857142857143
2020-04-27,502.4285714285714,182.42857142857144,183.14285714285717,108.57142857142857
2020-05-04,505.71428571428567,191.85714285714286,183.42857142857144,72.57142857142857
2020-05-11,511.1428571428572,185.28571428571428,174.85714285714286,84.0
2020-05-18,528.8571428571429,191.57142857142856,172.28571428571428,64.14285714285714
2020-05-25,521.8571428571429,181.42857142857144,144.71428571428572,84.42857142857143
2020-06-01,530.2857142857143,181.85714285714286,177.28571428571428,90.28571428571428
2020-06-08,542.2857142857143,172.71428571428572,187.85714285714286,85.14285714285714
2020-06-15,535.8571428571429,181.0,184.42857142857144,60.85714285714285
2020-06-22,522.1428571428571,170.85714285714286,186.14285714285717,93.42857142857143
2020-06-29,513.0,185.42857142857144,158.0,95.57142857142857
2020-07-06,510.71428571428567,186.28571428571428,183.42857142857144,73.14285714285714
2020-07-13,516.2857142857143,177.5714285714286,174.85714285714286,69.0
2020-07-20,517.4285714285714,180.7142857142857,174.14285714285714,99.14285714285714
2020-07-27,525.0,177.71428571428572,173.4285714285714,96.85714285714286
2020-08-03,540.7142857142857,176.85714285714286,206.28571428571428,86.14285714285714
2020-08-10,523.1428571428571,178.28571428571428,212.28571428571428,67.28571428571429
2020-08-17,519.2857142857143,162.85714285714286,197.42857142857144,94.28571428571428
2020-08-24,507.8571428571428,168.71428571428572,202.85714285714286,94.71428571428572
2020-08-31,498.1428571428572,162.14285714285714,199.42857142857144,97.71428571428572
2020-09-07,490.0,152.57142857142858,190.42857142857144,42.142857142857146
2020-09-14,483.0,130.0,188.0,60.28571428571429
2020-09-21,478.0,174.5714285714286,195.42857142857144,131.28571428571428
