description,title,id,created_time,views
Have you heard the exciting news about our Select and Collect service? It i,,3294437770622317,2020-09-18T10:26:02+0000,47
Have you heard that we've expanded our Select & Collect service to include ,,612434676108907,2020-09-16T12:01:26+0000,43
It is possible to access our computers through our pre-booked sessions. The,,2754186898230240,2020-09-15T11:01:20+0000,59
Many thanks to everyone who supported this competition.  A big round of app,,3426890184023267,2020-09-11T06:25:29+0000,167
"Congratulations to David, Dylan, Jibrael, Ryan & Zara on being our 5 Tintin",,675221696685016,2020-09-08T06:55:29+0000,418
"Although our services aren't back to normal yet, here's how you can get a s",,3300144410079580,2020-09-07T11:55:17+0000,13
Time is running out to listen to these titles without any worry of queues o,,756318991856413,2020-09-03T19:15:12+0000,15
Join Conrad Burdekin for his very funny #SillySquad poems! 😂 Why not have a,,699708823950815,2020-09-03T11:03:02+0000,31
These fantastic #eAudiobook titles are still available to borrow with no qu,,234300501237692,2020-08-31T10:05:16+0000,11
These fantastic #eAudiobook titles are still available to borrow with no qu,,3149936885122854,2020-08-30T16:05:18+0000,5
These fantastic #eAudiobook titles are still available to borrow with no qu,,408124190167969,2020-08-30T14:30:29+0000,4
"Have you had a baby in 2020? 
If so, you are entitled to a free Bookstart B",,416386825999120,2020-08-30T08:57:21+0000,57
These fantastic #eAudiobook titles are still available to borrow with no qu,,308658600350640,2020-08-29T11:05:30+0000,5
In each puzzle a Silly Squad character must find their way through the maze,,733501823881357,2020-08-29T06:57:05+0000,29
"Liven up your selfies with these handmade, quirky props!
Click the link to ",,3466155390070727,2020-08-28T06:58:38+0000,74
These fantastic #eAudiobook titles are still available to borrow with no qu,,698768437381831,2020-08-26T11:05:23+0000,7
"Have you had a baby in 2020? 
If so, you are entitled to a free Bookstart B",,4761702283843546,2020-08-22T14:01:07+0000,131
A book cover is hidden behind the squares on each puzzle. You get a point f,,1157188494668033,2020-08-22T06:56:48+0000,49
Haven't tried our weekly #BarnetLibraries book quiz yet? What are you waiti,,3114346315350026,2020-08-19T15:30:55+0000,25
If you want the latest #BarnetLibraries news then why not sign up for our a,,3238550459556412,2020-08-19T14:03:36+0000,22
Check out our fantastic entries in our Tintin drawing competition! Did you ,,2783392478560649,2020-08-19T12:30:37+0000,42
Our Local Studies and Archives is available by email & phone. They also hav,,762895757855479,2020-08-19T12:02:55+0000,53
Have you heard? It's now possible to use pre-booked computers at #Colindale,,336496320817362,2020-08-19T10:01:53+0000,55
"Find the Silly Squad
Recommended for ages 4+. There are a number of Silly S",,948519352295340,2020-08-15T06:57:55+0000,35
"Have you had a baby in 2020? 
If so, you are entitled to a free Bookstart B",,745388516227482,2020-08-13T09:58:18+0000,156
It's a perfect day for a stroll in the park or to relax and unwind in a sha,,901181857107119,2020-08-12T13:20:19+0000,10
"Join in with our latest Silly Squad, Summer Reading Challenge 2020 puzzle. ",,316306576397559,2020-08-12T06:57:28+0000,41
Our relentless drive to create makes us unique among living creatures. This,,219327799448019,2020-08-11T16:26:32+0000,19
"We think it's time for our #SillyJokeOfTheDay!

- What did the duck say to ",,312820020146596,2020-08-10T10:02:13+0000,16
We have many great children's fiction eAudiobooks titles on our @BorrowBox.,,744079096457978,2020-08-06T13:26:38+0000,31
Once again congratulations to our overall winner Katie & well done to our 4,,314023953075378,2020-08-05T07:11:11+0000,3708
"Have you had a baby in 2020? 
If so, you are entitled to a free Bookstart B",,289356992358534,2020-08-04T15:01:05+0000,194
Find out what to do if you're told by the NHS Test and Trace service that y,,976437272769616,2020-08-01T13:01:11+0000,56
Can you break the code & work out the authors & titles of the funny books? ,,2007210206076359,2020-08-01T09:01:13+0000,19
"After much deliberation by us here at #barnetlibraries, here are our 8 fina",,661920531335756,2020-07-28T08:41:50+0000,165
Why not listen to an eAudiobook while you're out for a walk? We've just add,,848403929018586,2020-07-23T13:03:03+0000,19
There is an odd one out among the identical characters in our Silly Squad O,,3574650632563904,2020-07-23T08:57:00+0000,119
"Spot the identical characters in our Silly Squad Snap for kids!
Has your ch",,581119452553704,2020-07-11T08:58:42+0000,92
"Get your pens and paper ready, bibliophiles. Round 7 of our weekly book qui",,1174748232888181,2020-07-10T17:15:18+0000,70
"Listen to our latest @BorrowBox campaign titles. No waiting lists, no queue",,312713666798456,2020-07-10T16:31:05+0000,5
"Have you had a lockdown baby?
Join Tracey to find out more about your Books",,383745199268513,2020-07-10T13:57:11+0000,402
Listen to 'The Unexpected Return of Josephine Fox' by Claire Gradidge on ou,,196431601797293,2020-07-08T18:40:39+0000,44
Do you know we have enough quiz rounds in Barnet Libraries Book Quiz for a ,,893187737831859,2020-07-08T15:05:02+0000,41
Check out the fantastic entries we have received for our draw the East Finc,,2780089102214636,2020-07-07T06:40:34+0000,463
"If you haven't already heard, our new Select and Collect service is availab",,331610134503264,2020-07-06T09:25:27+0000,42
Only 45 minutes left to swot up for round 6 of our Friday night #BarnetLibr,,277086303529090,2020-07-03T17:15:12+0000,41
Get all the latest news from the world of gaming with these fantastic magaz,,952556818518311,2020-07-01T14:05:43+0000,76
Find out more about the new #BarnetLibraries Select and Collect service whi,,1191939337823150,2020-06-22T13:56:14+0000,264
The #BarnetLibraries Select and Collect service launches today. For more in,,957825167996843,2020-06-22T10:57:15+0000,34
The titles in our #BlackLivesMatter collection on @BorrowBox offer a starti,,2780245145540696,2020-06-17T18:30:56+0000,19
The titles in our #BlackLivesMatter collection on Overdrive/Libby offer a s,,1590318441149475,2020-06-17T18:04:24+0000,10
Celebrate the return of the #PremierLeague and borrow an eBook about one of,,349594829358390,2020-06-17T15:03:22+0000,10
"Need inspiration for your next read? 
During lockdown, we asked our custome",,260905014974297,2020-06-16T08:55:36+0000,96
The titles in our #BlackLivesMatter collection on @BorrowBox offer a starti,,260060668762719,2020-06-11T11:30:53+0000,17
The titles in our #BlackLivesMatter collection on Overdrive/Libby offer a s,,589562115270221,2020-06-11T11:02:38+0000,278
The titles in our #BlackLivesMatter collection on @BorrowBox offer a starti,,726960831181318,2020-06-10T15:31:03+0000,67
The titles in our #BlackLivesMatter collection on Overdrive/Libby offer a s,,266610978028296,2020-06-10T15:03:15+0000,44
"A Gallery of Recreated Book Cover Art
Back at the start of lockdown we chal",,881202272358216,2020-06-03T08:58:15+0000,316
Listen to the best autobiography #eAudiobooks on @BorrowBox #HiVIS2020 #Dis,,712777079482301,2020-06-02T18:45:18+0000,18
"Listen up! Check out our newly added eAudiobook titles on @BorrowBox 
#HiVI",,537392650289800,2020-06-02T14:30:34+0000,12
"Listen up! Check out our newly added eAudiobook titles on @BorrowBox 
#HiVI",,3015688665194222,2020-06-01T18:30:21+0000,15
"A moving, funny and joyous exploration of how to live better, love better a",,174045337383126,2020-05-28T18:26:36+0000,33
"Check out the superb range of #Disney comics available on #RBdigital.

Down",,629661767636023,2020-05-28T13:35:18+0000,14
"Listen to our latest @BorrowBox campaign titles. No waiting lists, no queue",,179230316759828,2020-05-25T15:02:24+0000,22
"Enjoy these easy, everyday exercises to help you be the best you can be wit",,3842347435806763,2020-05-22T14:56:49+0000,16
"Enjoy these easy, everyday exercises to help you be the best you can be wit",,2923239387752620,2020-05-20T17:56:28+0000,13
"Honest, silly, and laugh-out-loud funny ... the first book in @LizPichon 's",,875733486240330,2020-05-20T14:55:36+0000,20
"Listen to our latest @BorrowBox campaign titles. No waiting lists, no queue",,704759580287544,2020-05-19T19:30:20+0000,14
"Enjoy these easy, everyday exercises to help you be the best you can be wit",,2917554415032214,2020-05-18T18:56:58+0000,24
"Honest, silly, and laugh-out-loud funny ... the first book in @LizPichon 's",,890602768076063,2020-05-18T10:11:00+0000,19
"Listen to our latest @BorrowBox campaign titles. No waiting lists, no queue",,269432040864482,2020-05-17T12:01:13+0000,6
"Listen to our latest @BorrowBox campaign titles. No waiting lists, no queue",,605507503387564,2020-05-16T13:01:36+0000,12
"Listen to our latest @BorrowBox campaign titles. No waiting lists, no queue",,301804250846268,2020-05-15T17:02:31+0000,12
"Honest, silly, and laugh-out-loud funny ... the first book in @LizPichon 's",,843995902792460,2020-05-15T14:26:12+0000,12
Listen to a wide range of children's eAudiobooks with our free @BorrowBox A,,2952572204797519,2020-05-15T10:15:16+0000,11
"Listen to our latest @BorrowBox campaign titles. No waiting lists, no queue",,630407957512216,2020-05-14T09:01:13+0000,14
"Listen to our latest @BorrowBox campaign titles. No waiting lists, no queue",,529456974375037,2020-05-12T15:02:02+0000,34
"#Homeschooling. Love it or hate it, we can help! Email librariesonlinehelp@",,3035058163183832,2020-05-11T13:10:32+0000,125
"For a limited time, extra copies of The Suitcase Kid by Jacqueline Wilson a",,242571780151114,2020-05-10T08:25:40+0000,121
#WinniethePooh and his friends return to the Hundred Acre Wood for more cla,,243176283569201,2020-05-09T14:25:41+0000,219
Listen to the Costa award winner 'Life After Life' by Kate Atkinson. No wai,,242340660178270,2020-05-07T17:25:32+0000,39
"I can join the library online?! Yes, tis true. Please don't forget that you",,300062014322928,2020-05-07T15:30:44+0000,32
"Listen to our latest @BorrowBox campaign titles. No waiting lists, no queue",,322089012106727,2020-05-05T19:02:09+0000,12
"Listen to our latest @BorrowBox campaign titles. No waiting lists, no queue",,1693175444164454,2020-05-03T10:00:46+0000,4
"Listen to our latest @BorrowBox campaign titles. No waiting lists, no queue",,299612361024063,2020-05-02T17:01:20+0000,10
"Listen to our latest BorrowBox campaign titles. No waiting lists, no queues",,657107501516261,2020-04-29T17:30:26+0000,15
We are still missing all our wonderful readers and would like to give a big,,157032449060587,2020-04-23T12:30:27+0000,39
Need help with your home schooling assignments? Email LibrariesOnlineHelp@b,,218015746116889,2020-04-02T10:55:20+0000,145
"It's quiz night at Chipping Barnet library on Wednesday 18 March, 6 - 7.30p",,676443509795264,2020-03-16T18:45:22+0000,34
"It's quiz night at Chipping Barnet library on Wednesday 18 March, 6 - 7.30p",,2831466906936838,2020-03-16T18:45:17+0000,31
Today! Join us at Chipping Barnet library at 3 - 4pm for lots of science fa,,1144802119195862,2020-03-14T12:45:15+0000,47
Tomorrow! Join us at Chipping Barnet library at 3 - 4pm for lots of science,,145627510040752,2020-03-13T15:45:16+0000,33
"Science Quiz for Children at Colindale Library, Sat 28 March, 3 – 4pm. Test",,2275632232742055,2020-03-13T14:35:18+0000,36
"Read Roald Dahl aloud in a group, bringing to life children's favourite sto",,522826318639625,2020-03-12T14:35:27+0000,28
"It's quiz night at Chipping Barnet library on Wednesday 18 March, 6 - 7.30p",,205936833848986,2020-03-11T18:45:14+0000,36
"Join us at Chipping Barnet library this Saturday, 3 - 4pm for lots of scien",,513583646248495,2020-03-11T14:39:29+0000,55
More from our 'explore science' early years session today #science #BSW20 @,,610391842880615,2020-03-10T18:00:44+0000,109
"Science Quiz for Children at Colindale Library, Sat 28 March, 3 – 4pm. Test",,225321951928914,2020-03-09T16:35:23+0000,12
More from 'Saturday Science' at Colindale library with the #MakeyMakey.  Li,,489106521965747,2020-03-09T14:25:46+0000,61
Listen to the #eaudiobook of 'The Wizards of Once' by Cressida Cowell & rea,,515218322740763,2020-03-08T13:40:58+0000,17
Listen to the #eaudiobook of 'The Wizards of Once' by Cressida Cowell & rea,,199692154588426,2020-03-07T17:40:56+0000,22
Tomorrow we kick off #BSW20 with a Saturday chock - full of science! Join u,,249120166101660,2020-03-07T08:00:47+0000,12
Listen to the #eaudiobook of 'The Wizards of Once' by Cressida Cowell & rea,,868864950232153,2020-03-06T16:40:42+0000,27
Tomorrow we kick off #BSW20 with a Saturday chock - full of science! Join u,,872183433232364,2020-03-06T16:22:37+0000,18
Good night from us on #WorldBookDay. Just a reminder that you have until mi,,239302277231356,2020-03-05T18:29:50+0000,27
A very happy #WorldBookDay to you all! We will be giving away lots of books,,772645149927103,2020-03-05T12:20:19+0000,23
Listen to the #eaudiobook of 'The Wizards of Once' by Cressida Cowell & rea,,180139276747430,2020-03-04T14:40:57+0000,19
Still places left to join digital algorithmic musician Alex MacLean at #Chi,,2794747083942268,2020-03-02T14:43:35+0000,37
Listen to the #eaudiobook of 'The Wizards of Once' by Cressida Cowell & rea,,258431885174592,2020-03-01T13:40:48+0000,10
Listen to the #eaudiobook of 'The Wizards of Once' by Cressida Cowell & rea,,1154100708303683,2020-03-01T13:40:44+0000,8
"Listen to our latest @BorrowBox campaign titles. No waiting lists, no queue",,186293779325112,2020-03-01T11:00:46+0000,8
Listen to the #eaudiobook of 'The Wizards of Once' by Cressida Cowell & rea,,238402857181897,2020-02-28T10:40:34+0000,10
Listen to the #eaudiobook of 'The Wizards of Once' by Cressida Cowell & rea,,211343133350488,2020-02-27T14:40:34+0000,15
"Listen to our latest @BorrowBox campaign titles. No waiting lists, no queue",,502508070456005,2020-02-25T14:01:42+0000,3
Listen to the #eaudiobook of 'The Wizards of Once' by Cressida Cowell & rea,,817424828737710,2020-02-25T07:40:49+0000,7
Listen to the #eaudiobook of 'The Wizards of Once' by Cressida Cowell & rea,,155762215411701,2020-02-24T18:20:57+0000,8
Listen to the #eaudiobook of 'The Wizards of Once' by Cressida Cowell & rea,,2687415561378129,2020-02-24T18:20:37+0000,5
"Listen to our latest @BorrowBox campaign titles. No waiting lists, no queue",,858611941219173,2020-02-24T16:59:17+0000,2
Create your own music using coding software Tidal in this interactive works,,194830601760705,2020-02-20T20:01:11+0000,10
Listen to our latest @BorrowBox campaign title 'Notes on a Nervous Planet' ,,213531396451376,2020-02-18T12:34:27+0000,11
"Download and listen now, no queues, no wait lists! https://bit.ly/3aEHx5v",,205432793946785,2020-02-02T13:59:45+0000,28
"#BarnetLibraries users, check out this collection of complimentary Christma",,903919290002886,2019-12-21T07:30:37+0000,19
Listen to 'The Familiars' by Stacey Halls now on @BorrowBox - no reservatio,,811084152740515,2019-12-20T20:55:38+0000,5
Listen to 'The Familiars' by Stacey Halls now on @BorrowBox - no reservatio,,2626137187615030,2019-12-15T16:55:44+0000,8
Listen to 'The Familiars' by Stacey Halls now on @BorrowBox - no reservatio,,2432550273531319,2019-12-14T19:55:43+0000,3
Listen to 'The Familiars' by Stacey Halls now on @BorrowBox - no reservatio,,2330400607213363,2019-12-13T00:58:18+0000,4
Listen to 'The Familiars' by Stacey Halls now on @BorrowBox - no reservatio,,2203889116582597,2019-12-12T10:55:50+0000,4
Listen to 'The Familiars' by Stacey Halls now on @BorrowBox - no reservatio,,586692625421423,2019-12-12T10:55:31+0000,2
Listen to 'The Familiars' by Stacey Halls now on @BorrowBox - no reservatio,,571646226969599,2019-12-11T10:59:24+0000,13
Listen to 'The Familiars' by Stacey Halls now on @BorrowBox - no reservatio,,498860060977658,2019-12-10T20:57:43+0000,4
"No need to reserve or wait - listen now for free with our @BorrowBox app 

",,810652102698612,2019-12-10T18:57:54+0000,12
Listen to 'The Familiars' by Stacey Halls now on @BorrowBox - no reservatio,,2482356985369589,2019-12-10T08:56:10+0000,6
"#BarnetLibraries users, check out this collection of complimentary Christma",,975120806214311,2019-12-07T06:45:18+0000,14
"#BarnetLibraries users, check out this collection of complimentary Christma",,360959038067120,2019-12-02T06:30:47+0000,89
"#BarnetLibraries users, check out this collection of complimentary Christma",,283089902607424,2019-12-01T07:00:28+0000,26
Listen to 'The Familiars' by Stacey Halls now on @BorrowBox - no reservatio,,580964796047831,2019-11-30T19:57:14+0000,7
Listen to 'The Familiars' by Stacey Halls now on @BorrowBox - no reservatio,,435594897123815,2019-11-30T16:58:41+0000,7
Listen to 'The Familiars' by Stacey Halls now on @BorrowBox - no reservatio,,1387165694771674,2019-11-30T07:58:23+0000,6
"#BarnetLibraries members, check out this fantastic collection of compliment",,425196374821381,2019-11-30T06:45:23+0000,23
"#BarnetLibraries members, check out this fantastic collection of compliment",,502806680321142,2019-11-29T06:30:20+0000,198
"No need to reserve or wait - listen now for free with our @BorrowBox app 

",,583877029029526,2019-11-28T14:57:03+0000,7
Listen to 'The Familiars' by Stacey Halls now on @BorrowBox - no reservatio,,422347918704304,2019-11-28T07:56:20+0000,8
Listen to 'The Familiars' by Stacey Halls now on @BorrowBox - no reservatio,,978441952492902,2019-11-27T21:56:32+0000,6
Listen to 'The Familiars' by Stacey Halls now on @BorrowBox - no reservatio,,483204409218391,2019-11-27T10:58:43+0000,2
Listen to 'The Familiars' by Stacey Halls now on @BorrowBox - no reservatio,,415156252768830,2019-11-26T12:58:10+0000,25
"No need to reserve or wait - listen now for free with our @BorrowBox app 

",,282558835995275,2019-11-26T12:40:51+0000,10
"#BarnetLibraries members, check out this fantastic collection of complement",,559510651282886,2019-11-16T07:00:34+0000,124
"#BarnetLibraries members, check out this fantastic collection of complement",,429886917710704,2019-11-12T07:00:40+0000,49
"Performing Arts month DVD offer

Borrow DVDs for FREE during November to ce",,2551094848299456,2019-11-09T10:01:02+0000,29
Borrow DVDs for FREE during November to celebrate 'Performing Arts'month of,,491779488212530,2019-11-04T09:01:01+0000,55
"Performing Arts month DVD offer

Borrow DVDs for FREE during November to ce",,261804888099621,2019-11-03T09:00:40+0000,29
"Performing Arts month DVD offer

Borrow DVDs for FREE during November to ce",,262262534714829,2019-11-02T17:40:31+0000,26
"Performing Arts month DVD offer

Borrow DVDs for FREE during November to ce",,3199819143422511,2019-11-02T10:00:43+0000,20
"Performing Arts month DVD offer

Borrow DVDs for FREE during November to ce",,594831291054267,2019-11-01T17:40:28+0000,16
"Performing Arts month DVD offer

Borrow DVDs for FREE during November to ce",,511437169406112,2019-11-01T17:40:21+0000,24
Coming early in 2020 #BarnetLibraries we have a fantastic line-up of guests,,415552992486044,2019-10-22T12:45:20+0000,53
Cor blimey! We have an East End of London extravaganza coming to #FinchleyC,,1020112235021325,2019-10-22T12:15:29+0000,894
Coming in early 2020 #BarnetLibraries we have a fantastic line-up of guests,,400109184012224,2019-10-11T09:30:20+0000,38
"Tickets are selling out fast for this event, so, grab one today to avoid di",,408530263199509,2019-10-01T12:01:10+0000,23
"Tickets are selling out fast for this event, we only have 16 left! So, grab",,439013716721322,2019-09-27T12:15:41+0000,281
Book your place on a creative writing class with author @PennyJoelson on Sa,,734525580395284,2019-09-27T09:00:56+0000,11
Reading Well Books on Prescription helps you to understand and manage your ,,1380390838782094,2019-09-10T11:30:20+0000,3
"On 06/11/19 #ChippingBarnetLibrary presents, an evening with authors Anja D",,2472449899641890,2019-08-22T18:50:22+0000,9
"On 09/10/19 #ChippingBarnetLibrary presents, an evening with authors #Fiona",,806170653113043,2019-08-22T18:30:29+0000,7
"Make your own space rocket TOMORROW, 3pm at #EastFinchleyLibrary! A free #S",,2657134907632845,2019-08-20T14:01:56+0000,3
"On 06/11/19 #ChippingBarnetLibrary presents, an evening with authors Anja D",,1362615807224196,2019-08-17T09:45:32+0000,82
"On 09/10/19 #ChippingBarnetLibrary presents, an evening with authors #Fiona",,1525260074283962,2019-08-17T09:30:26+0000,79
"On 06/11/19 #ChippingBarnetLibrary presents, an evening with authors Anja D",,2440622729330103,2019-08-13T11:45:24+0000,49
Book your place for 'My teeny tiny planet' at #ChippingBarnetLibrary tomorr,,897537247286080,2019-08-13T11:15:31+0000,4
"On 09/10/19 #ChippingBarnetLibrary presents, an evening with authors Fiona ",,361531728110888,2019-08-11T19:02:36+0000,28
"On 09/10/19 #ChippingBarnetLibrary presents, an evening with authors #fiona",,826576274405290,2019-08-06T12:30:46+0000,90
Edgware library is having a #SpaceChase Crafternoon tomorrow from 2.30-4pm.,,526139824792319,2019-08-05T13:30:43+0000,5
"On 09/10/19 #ChippingBarnetLibrary presents, an evening with authors #fiona",,2363334557241538,2019-08-04T18:30:25+0000,1
Space Stories at Hendon library....travel through space with professional s,,505709520158941,2019-08-02T14:55:26+0000,2
"On 09/10/19 #ChippingBarnetLibrary presents, an evening with authors #fiona",,2394821317269433,2019-08-02T12:01:01+0000,2
Chipping Barnet library was packed for our final 'Explore the World' month ,,408728683107432,2019-07-31T17:01:03+0000,5
"On 09/10/19 #ChippingBarnetLibrary presents, an evening with authors #fiona",,567855653748059,2019-07-31T12:01:11+0000,8
"On 09/10/19 #ChippingBarnetLibrary presents, an evening with authors #fiona",,950292185329387,2019-07-30T13:01:46+0000,37
"On 09/10/19 #ChippingBarnetLibrary presents, an evening with authors, #fion",,658330494645147,2019-07-29T12:15:21+0000,61
"On 09/10/19 #ChippingBarnetLibrary presents, an evening with authors, #fion",,375752373125339,2019-07-26T12:15:41+0000,116
Not too late to head to #ChippingBarnetLibrary for the #SpaceChase #SummerR,,934090280272862,2019-07-13T10:30:16+0000,43
The #SummerReadingChallenge is nearly here! The theme for 2019 is #SpaceCha,,457206421524014,2019-07-12T13:05:27+0000,3
Tickets for this exciting author talk #ChippingBarnetLibrary are available ,,376142663019359,2019-06-11T10:00:48+0000,7
A perfect educational event! On 01/07/19 #FinchleyChurchEndLibrary in partn,,379786929329659,2019-06-11T09:30:22+0000,5
Tickets for this exciting author talk #ChippingBarnetLibrary are available ,,345972489446389,2019-06-10T18:30:27+0000,18
A perfect educational event! On 01/07/19 #FinchleyChurchEndLibrary in partn,,604871170025556,2019-06-10T18:00:49+0000,180
Tickets for this exciting author talk #ChippingBarnetLibrary are available ,,2064280387199586,2019-06-04T06:15:23+0000,6
A perfect educational event! On 01/07/19 #FinchleyChurchEndLibrary in partn,,390216838243868,2019-06-04T06:01:24+0000,6
Tickets for this exciting author talk #ChippingBarnetLibrary are available ,,2215578305222821,2019-05-28T09:30:26+0000,42
A huge thank you to all our visitors that came along to our first Schools L,Schools Library Service Open Day 2018,1748934461835985,2018-02-05T12:11:12+0000,248
